name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
telangana,2023-01-26,29.4,16,22.9,27.8,16,22.6,11.8,54.4,0,0,0,,0,0,28.8,16.7,108.5,1015.2,8.8,5.4,248.6,21.5,9,10,2023-01-26T06:49:24,2023-01-26T18:07:57,0.15,Clear,Clear conditions throughout the day.,clear-day,"VOHY,43083099999,43128599999,VOHS,43128099999"
telangana,2023-01-27,29,14,22,27.7,14,21.8,12.4,60.1,0,0,0,,0,0,20.9,16.4,99.6,1015.7,6.2,5.6,250.5,21.7,9,10,2023-01-27T06:49:16,2023-01-27T18:08:31,0.18,Clear,Clear conditions throughout the day.,clear-day,"VOHY,43083099999,43128599999,VOHS,43128099999"
telangana,2023-01-28,30,15.1,22.9,28.6,15.1,22.6,11.3,52.1,0,0,0,,0,0,25.6,13.4,120.1,1014.9,0.1,5.8,252,21.9,9,10,2023-01-28T06:49:07,2023-01-28T18:09:05,0.25,Clear,Clear conditions throughout the day.,clear-day,"VOHY,43083099999,43128599999,VOHS,43128099999"
telangana,2023-01-29,29,14,22.3,28.2,14,22.1,13.2,60.3,0,0,0,,0,0,33.8,21.2,108.1,1013.8,3.8,5.4,249,21.5,9,10,2023-01-29T06:48:56,2023-01-29T18:09:38,0.25,Clear,Clear conditions throughout the day.,clear-day,"VOHY,43083099999,43128599999,VOHS,43128099999"
telangana,2023-01-30,27.9,18,22.8,28.3,18,22.8,16.9,70.9,0,0,0,,0,0,34.6,17.5,109,1015.4,46.8,4.7,226.6,19.6,9,10,2023-01-30T06:48:44,2023-01-30T18:10:10,0.28,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOHY,43083099999,43128599999,VOHS,43128099999"
telangana,2023-01-31,29.3,18,24.1,28.8,18,24,15.4,60.9,0,0,0,,0,0,21.6,13.2,95.6,1015,44.8,5.7,216.2,18.7,9,10,2023-01-31T06:48:32,2023-01-31T18:10:43,0.32,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOHY,43083099999,43128599999,VOHS,43128099999,remote"
telangana,2023-02-01,29,18,23.3,28.3,18,23.2,14.6,61.7,0,0,0,,0,0,36.4,19,60,1015.1,40.1,4.8,241.8,20.9,9,10,2023-02-01T06:48:17,2023-02-01T18:11:14,0.35,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOHY,43083099999,43128599999,VOHS,43128099999"
telangana,2023-02-02,29,17.1,23.2,27.8,17.1,22.9,10.1,47.1,0,0,0,,0,0,38.5,19.9,61.1,1015.7,28.6,6.5,256.1,22.1,9,10,2023-02-02T06:48:02,2023-02-02T18:11:46,0.38,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"VOHY,43083099999,43128599999,VOHS,43128099999,remote"
telangana,2023-02-03,30.4,15.3,22.6,28.5,15.3,22.1,4.7,34.3,0,0,0,,0,0,21.2,14.8,45.9,1016.1,10.7,6,258.5,22.3,9,10,2023-02-03T06:47:46,2023-02-03T18:12:16,0.42,Clear,Clear conditions throughout the day.,clear-day,"VOHY,43083099999,43128599999,VOHS,43128099999"
telangana,2023-02-04,31,14,23,29.2,14,22.6,7.6,41.3,0,0,0,,0,0,17.3,14.8,65.2,1014.6,1.9,7.6,262,22.6,9,10,2023-02-04T06:47:28,2023-02-04T18:12:47,0.45,Clear,Clear conditions throughout the day.,clear-day,"VOHY,43083099999,43128599999,VOHS,43128099999,remote"
telangana,2023-02-05,31.2,15,23.7,29.3,15,23.1,10,47.7,0,0,0,,0,0,14.4,10.3,72.5,1014.3,3.3,5.5,264.8,23,9,10,2023-02-05T06:47:10,2023-02-05T18:13:16,0.5,Clear,Clear conditions throughout the day.,clear-day,"VOHY,43083099999,43128599999,VOHS,43128099999"
telangana,2023-02-06,31.9,16,23.9,30.3,16,23.6,13.3,55.5,0,0,0,,0,0,23,14.8,94,1014,0.7,6,255.1,22,9,10,2023-02-06T06:46:50,2023-02-06T18:13:46,0.52,Clear,Clear conditions throughout the day.,clear-day,"VOHY,43083099999,43128599999,VOHS,43128099999"
telangana,2023-02-07,31.9,18.1,25.1,31,18.1,24.8,14.9,56.7,0,0,0,,0,0,23.8,14.3,134.9,1013.4,29.4,5.6,256.1,22.2,9,10,2023-02-07T06:46:29,2023-02-07T18:14:14,0.55,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOHY,43083099999,43128599999,VOHS,43128099999"
telangana,2023-02-08,32.4,19,25.6,31.3,19,25.3,15.1,56,0,0,0,,0,0,23.4,12.1,86.1,1014,21.7,5,256.5,22,9,10,2023-02-08T06:46:07,2023-02-08T18:14:43,0.59,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOHY,43083099999,43128599999,VOHS,43128099999"
telangana,2023-02-09,32.9,17,25.1,30.8,17,24.5,12.3,50.9,0,0,0,,0,0,20.9,13,70.7,1014.8,8.4,5.6,265.2,22.8,9,10,2023-02-09T06:45:44,2023-02-09T18:15:10,0.62,Clear,Clear conditions throughout the day.,clear-day,"VOHY,43083099999,43128599999,VOHS,43128099999"
telangana,2023-02-10,32.8,16,24.2,30.4,16,23.5,8.4,44.5,0,0,0,,0,0,23.4,12,47.4,1015.9,0.1,6,272.3,23.5,9,10,2023-02-10T06:45:20,2023-02-10T18:15:37,0.65,Clear,Clear conditions throughout the day.,clear-day,"VOHY,43083099999,43128599999,VOHS,43128099999"
telangana,2023-02-11,33.8,17.2,25.3,31.3,17.2,24.5,7.2,36.8,0,0,0,,0,0,15.8,10.2,56.5,1016.1,0.1,6,274.9,23.8,9,10,2023-02-11T06:44:55,2023-02-11T18:16:04,0.69,Clear,Clear conditions throughout the day.,clear-day,"VOHY,43083099999,43128599999,VOHS,43128099999"
telangana,2023-02-12,33.7,18.7,26,31.9,18.7,25.2,8.7,37.1,0,0,0,,0,0,43.6,14,19.5,1016.4,5.6,6.1,275.1,23.7,9,10,2023-02-12T06:44:28,2023-02-12T18:16:30,0.72,Clear,Clear conditions throughout the day.,clear-day,"VOHY,43083099999,43128599999,VOHS,43128099999"
telangana,2023-02-13,31,18.3,24.6,28.9,18.3,24,5.4,32.3,0,0,0,,0,0,41.8,19.4,43,1017.3,0.1,6.6,283.2,24.6,10,10,2023-02-13T06:44:01,2023-02-13T18:16:55,0.75,Clear,Clear conditions throughout the day.,clear-day,"VOHY,43083099999,43128599999,VOHS,43128099999"
telangana,2023-02-14,31.5,15,23.3,29.3,15,22.6,3.7,33.2,0,0,0,,0,0,20.2,13.7,47.4,1016.7,1.6,6.2,284.3,24.6,10,10,2023-02-14T06:43:33,2023-02-14T18:17:20,0.79,Clear,Clear conditions throughout the day.,clear-day,"VOHY,43083099999,43128599999,VOHS,43128099999"
telangana,2023-02-15,32.5,14.5,24.1,30.2,14.5,23.3,4.2,32.7,0,0,0,,0,0,21.6,15.1,29,1015.1,0.1,5.7,282.6,24.5,10,10,2023-02-15T06:43:04,2023-02-15T18:17:45,0.83,Clear,Clear conditions throughout the day.,clear-day,"VOHY,43083099999,43128599999,VOHS,43128099999"
telangana,2023-02-16,32.4,16.5,25.2,30.2,16.5,24.4,5,30.9,0,0,0,,0,0,28.8,16.7,36.9,1015.3,1.3,5.7,282,24.5,10,10,2023-02-16T06:42:34,2023-02-16T18:18:09,0.86,Clear,Clear conditions throughout the day.,clear-day,"VOHY,43083099999,43128599999,VOHS,43128099999"
telangana,2023-02-17,32,18.1,24.9,30,18.1,24.3,6.7,33.6,0,0,0,,0,0,27.4,11.6,41.6,1015.5,0.4,5.8,280.6,24.2,10,10,2023-02-17T06:42:03,2023-02-17T18:18:32,0.9,Clear,Clear conditions throughout the day.,clear-day,"VOHY,43083099999,43128599999,VOHS,43128099999"
telangana,2023-02-18,32,15,24.7,30.1,15,24.2,11.6,47.8,0,0,0,,0,0,18.7,11.7,100,1015.2,0.1,5.6,282.7,24.6,10,10,2023-02-18T06:41:31,2023-02-18T18:18:55,0.93,Clear,Clear conditions throughout the day.,clear-day,"VOHY,43083099999,43128599999,VOHS,43128099999"
telangana,2023-02-19,30.9,18,25,29.6,18,24.7,14.6,55.9,0,0,0,,0,0,17.6,14.8,111.3,1015.7,4.8,5.8,279.6,24.2,9,10,2023-02-19T06:40:59,2023-02-19T18:19:17,0.96,Clear,Clear conditions throughout the day.,clear-day,"VOHY,43083099999,43128599999,VOHS,43128099999"
telangana,2023-02-20,32,17,25.2,30.6,17,24.7,13.9,55.5,0,0,0,,0,0,18,9.4,114.5,1015.6,2.3,5.8,281.8,24.6,10,10,2023-02-20T06:40:25,2023-02-20T18:19:39,0,Clear,Clear conditions throughout the day.,clear-day,"VOHY,43083099999,43128599999,VOHS,43128099999"
telangana,2023-02-21,34.4,16,25.6,31.9,16,24.8,10.3,47.5,0,0,0,,0,0,19.1,16,29.2,1015.7,0.1,5.8,285.9,24.8,10,10,2023-02-21T06:39:51,2023-02-21T18:20:00,0.03,Clear,Clear conditions throughout the day.,clear-day,"VOHY,43083099999,43128599999,VOHS,43128099999"
telangana,2023-02-22,34.5,17,26.1,32.1,17,25.3,9.9,41.5,0,0,0,,0,0,22.7,13.4,111.8,1015,2.7,5.7,286.4,24.9,10,10,2023-02-22T06:39:16,2023-02-22T18:20:21,0.06,Clear,Clear conditions throughout the day.,clear-day,"VOHY,43083099999,43128599999,VOHS,43128099999"
telangana,2023-02-23,33.7,19.2,26.7,31.6,19.2,26,10.3,38.5,0,0,0,,0,0,22.7,14.4,106.7,1015,0.2,6,286.9,24.9,10,10,2023-02-23T06:38:40,2023-02-23T18:20:41,0.1,Clear,Clear conditions throughout the day.,clear-day,"VOHY,43083099999,43128599999,VOHS,43128099999"
telangana,2023-02-24,33.9,19.9,26.7,31.8,19.9,25.9,10.7,41.7,0,0,0,,0,0,19.1,18.2,104.7,1016,2.3,5.8,289.5,25,10,10,2023-02-24T06:38:03,2023-02-24T18:21:01,0.13,Clear,Clear conditions throughout the day.,clear-day,"VOHY,43083099999,43128599999,VOHS,43128099999"
telangana,2023-02-25,34.3,16,26.1,31.8,16,25.1,7,36,0,0,0,,0,0,17.3,15.1,73.6,1017.5,0.1,5.8,292.3,25.1,10,10,2023-02-25T06:37:25,2023-02-25T18:21:20,0.16,Clear,Clear conditions throughout the day.,clear-day,"VOHY,43083099999,43128599999,VOHS,43128099999"
telangana,2023-02-26,33.1,14.5,25.5,30.9,14.5,24.7,8.5,38.5,0,0,0,,0,0,28.1,15.5,109.9,1018.4,0.1,6.1,290.2,25,10,10,2023-02-26T06:36:47,2023-02-26T18:21:39,0.2,Clear,Clear conditions throughout the day.,clear-day,"VOHY,43083099999,43128599999,VOHS,43128099999"
telangana,2023-02-27,33,19,26.3,30.7,19,25.5,8.3,35,0,0,0,,0,0,27.4,15.3,120.5,1018.5,0.1,6.2,289.6,25,10,10,2023-02-27T06:36:08,2023-02-27T18:21:58,0.25,Clear,Clear conditions throughout the day.,clear-day,"VOHY,43083099999,43128599999,VOHS,43128099999"
telangana,2023-02-28,32.1,19,26.1,30,19,25.4,9.7,39.1,0,0,0,,0,0,30.6,16.8,115.7,1018.5,2.4,6,290,25,10,10,2023-02-28T06:35:29,2023-02-28T18:22:16,0.26,Clear,Clear conditions throughout the day.,clear-day,"VOHY,43083099999,43128599999,43128099999,VOHS"
telangana,2023-03-01,31.9,19.5,25.7,30.1,19.5,25,9.8,39.7,0,0,0,,0,0,32.4,18.4,112.5,1019.3,0.1,6.2,290.8,25.2,10,10,2023-03-01T06:34:49,2023-03-01T18:22:33,0.29,Clear,Clear conditions throughout the day.,clear-day,"VOHY,43083099999,43128599999,VOHS,43128099999"
telangana,2023-03-02,32,19,25.6,30,19,24.9,9.2,39.8,0,0,0,,0,0,19.8,16.7,115.9,1019.7,0,6.2,293.5,25.3,10,10,2023-03-02T06:34:08,2023-03-02T18:22:50,0.33,Clear,Clear conditions throughout the day.,clear-day,"VOHY,43083099999,43128599999,VOHS,43128099999"
telangana,2023-03-03,32.9,19,26.3,31.1,19,25.6,9.3,36.2,0,0,0,,0,0,20.9,16.7,115.2,1020.1,5.9,6.2,292.8,25.3,10,10,2023-03-03T06:33:27,2023-03-03T18:23:07,0.36,Clear,Clear conditions throughout the day.,clear-day,"VOHY,43083099999,43128599999,VOHS,43128099999"
telangana,2023-03-04,33.1,19,26.4,31.1,19,25.6,8.2,34.8,0,0,0,,0,0,20.5,14.9,120.3,1019.8,8.5,6.3,293.3,25.2,10,10,2023-03-04T06:32:45,2023-03-04T18:23:23,0.39,Clear,Clear conditions throughout the day.,clear-day,"VOHY,43083099999,43128599999,VOHS,43128099999"
telangana,2023-03-05,33.9,20.5,26.7,31.8,20.5,25.9,8.8,35.2,0,0,0,,0,0,20.9,14.8,124,1019.2,3.5,6.2,295.9,25.5,10,10,2023-03-05T06:32:02,2023-03-05T18:23:39,0.43,Clear,Clear conditions throughout the day.,clear-day,"VOHY,43083099999,43128599999,VOHS,43128099999"
telangana,2023-03-06,33.3,19,26.6,31.2,19,25.8,10,38.1,0,0,0,,0,0,25.9,13.1,111.8,1017.3,6,6.5,296.3,25.5,10,10,2023-03-06T06:31:20,2023-03-06T18:23:55,0.46,Clear,Clear conditions throughout the day.,clear-day,"VOHY,43083099999,43128599999,VOHS,43128099999"
telangana,2023-03-07,29.4,19.5,24.5,28.4,19.5,24.3,11.4,44.7,0,0,0,,0,0,24.1,25.2,356.5,1018.2,5.8,6,295,25.4,10,10,2023-03-07T06:30:36,2023-03-07T18:24:10,0.5,Clear,Clear conditions throughout the day.,clear-day,"VOHY,43083099999,43128599999,VOHS,43128099999"
telangana,2023-03-08,32.5,19,25.9,30.5,19,25.2,9.5,38.1,0,0,0,,0,0,26.3,16.7,86.5,1017.5,9,6.2,295.7,25.6,10,10,2023-03-08T06:29:52,2023-03-08T18:24:25,0.53,Clear,Clear conditions throughout the day.,clear-day,"VOHY,43083099999,43128599999,VOHS,43128099999"
telangana,2023-03-09,31.9,20,26,30.2,20,25.3,10.6,40.9,0,0,0,,0,0,24.8,18.2,105.8,1016.5,17.6,6.2,296.6,25.6,10,10,2023-03-09T06:29:08,2023-03-09T18:24:40,0.56,Clear,Clear conditions throughout the day.,clear-day,"VOHY,43083099999,43128599999,VOHS,43128099999"
telangana,2023-03-10,32.9,18,26,31.1,18,25.3,11.1,43.8,0,0,0,,0,0,24.1,15.1,108.2,1015.9,21,6.4,299.7,25.9,10,10,2023-03-10T06:28:23,2023-03-10T18:24:54,0.6,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOHY,43083099999,43128599999,VOHS,43128099999"
telangana,2023-03-11,31.3,18.5,26,30.5,18.5,25.7,14.1,50,0,0,0,,0,0,33.1,15.1,107.6,1016,2.5,6.1,299.7,25.9,10,10,2023-03-11T06:27:38,2023-03-11T18:25:08,0.63,Clear,Clear conditions throughout the day.,clear-day,"VOHY,43083099999,43128599999,VOHS,43128099999"
telangana,2023-03-12,32.9,21,26.8,30.8,21,26.2,13,47.4,0,0,0,,0,0,29.9,16.8,107.7,1015.7,10.7,5.8,304.7,26.3,10,10,2023-03-12T06:26:53,2023-03-12T18:25:21,0.67,Clear,Clear conditions throughout the day.,clear-day,"VOHY,43083099999,43128599999,43128099999,VOHS"
telangana,2023-03-13,33.4,19,26.4,31.1,19,25.5,9.6,40.5,0,0,0,,0,0,18,16.1,111.6,1014.8,28.4,6.1,304.9,26.3,10,10,2023-03-13T06:26:07,2023-03-13T18:25:35,0.7,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOHY,43083099999,43128599999,VOHS,43128099999"
telangana,2023-03-14,33.9,20,26.8,31.5,20,25.9,6.6,31.2,0,0,0,,0,0,27,18.4,102.9,1012.6,19.2,6.6,310,26.8,10,10,2023-03-14T06:25:21,2023-03-14T18:25:48,0.74,Clear,Clear conditions throughout the day.,clear-day,"VOHY,43083099999,43128599999,VOHS,43128099999"
telangana,2023-03-15,33,19,26.1,31.5,19,25.6,11.3,40.9,0,0,0,,0,0,23.8,14.8,106.7,1011.8,24.1,6.3,263.5,22.8,10,10,2023-03-15T06:24:35,2023-03-15T18:26:01,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOHY,43083099999,43128599999,VOHS,43128099999"
telangana,2023-03-16,29,19.5,23.2,29.4,19.5,23.3,18,74.8,13,100,12.5,rain,0,0,29.5,17.6,93,1013.3,74.1,4.1,238.4,20.6,10,30,2023-03-16T06:23:48,2023-03-16T18:26:14,0.81,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"VOHY,43083099999,43128599999,VOHS,43128099999"
telangana,2023-03-17,25.4,19,22.2,25.4,19,22.2,19,83.1,19.2,100,16.67,rain,0,0,37.1,18.5,98.9,1014.3,89.7,4.3,224.4,19.5,9,30,2023-03-17T06:23:01,2023-03-17T18:26:27,0.84,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"VOHY,43083099999,43128599999,VOHS,43128099999"
telangana,2023-03-18,29.4,19.7,23.1,30.8,19.7,23.4,18.9,79,12,100,4.17,rain,0,0,37.4,12.1,126.6,1012.2,76.7,4.5,229.7,19.8,9,30,2023-03-18T06:22:14,2023-03-18T18:26:39,0.88,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"VOHY,43083099999,43128599999,43128099999,VOHS"
telangana,2023-03-19,28.1,19,23.3,29,19,23.5,17.3,70.5,7,100,4.17,rain,0,0,27.4,14.8,84.3,1010.8,66.3,4.8,263.4,22.8,10,30,2023-03-19T06:21:27,2023-03-19T18:26:51,0.91,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"VOHY,43083099999,43128599999,VOHS,43128099999"
telangana,2023-03-20,31.2,20.5,25.3,30.1,20.5,25,14.4,56,0.9,100,12.5,rain,0,0,31,12.6,172.5,1009.9,46.6,5.2,309,26.7,10,30,2023-03-20T06:20:40,2023-03-20T18:27:03,0.95,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"VOHY,43083099999,43128599999,VOHS,43128099999"
telangana,2023-03-21,30.9,19,25.1,29.5,19,24.7,12.8,49.3,0,0,0,,0,0,21.2,17.6,230.1,1010.6,34.9,5.7,307.6,26.7,10,10,2023-03-21T06:19:52,2023-03-21T18:27:15,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOHY,43083099999,43128599999,VOHS,43128099999"
telangana,2023-03-22,33.1,20,26.8,31.4,20,26.1,13,46.7,0,0,0,,0,0,19.8,13.6,210,1010.8,30.8,5.9,302.7,26.3,10,10,2023-03-22T06:19:05,2023-03-22T18:27:27,0.02,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOHY,43083099999,43128599999,VOHS,43128099999"
telangana,2023-03-23,33.1,20,27.3,31.4,20,26.9,14.5,49.6,0,0,0,,0,0,18.4,16.2,309.5,1010.9,33.9,5.8,298.9,26,10,10,2023-03-23T06:18:17,2023-03-23T18:27:39,0.05,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOHY,43083099999,43128599999,VOHS,43128099999"
telangana,2023-03-24,33.8,21,27.8,33.2,21,28.4,18.3,59.1,0,0,0,,0,0,29.9,14.8,111.3,1011.4,45.1,5.6,247.6,21.5,10,10,2023-03-24T06:17:29,2023-03-24T18:27:50,0.08,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOHY,43083099999,43128599999,VOHS,43128099999"
telangana,2023-03-25,33,22.5,27.7,34.6,22.5,28.6,19.8,63.9,0.3,100,4.17,rain,0,0,37.1,16.8,117.7,1012.4,50.9,5.2,220.9,19.1,10,10,2023-03-25T06:16:42,2023-03-25T18:28:02,0.11,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"VOHY,43083099999,43128599999,VOHS,43128099999"
telangana,2023-03-26,33.1,21,27.4,33.5,21,28,18.8,62,1,100,4.17,rain,0,0,27,13.5,130.3,1011.7,42,5.6,285.7,24.6,10,30,2023-03-26T06:15:54,2023-03-26T18:28:14,0.15,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"VOHY,43083099999,43128599999,VOHS,43128099999"
telangana,2023-03-27,35,22,28.6,33.4,22,28.2,15.3,49.9,0.1,100,4.17,rain,0,0,29.5,11.9,299.6,1011.2,26.3,5.8,317.9,27.3,10,10,2023-03-27T06:15:06,2023-03-27T18:28:25,0.18,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"VOHY,43083099999,43128599999,VOHS,43128099999"
telangana,2023-03-28,35.8,22.5,29.1,34.9,22.5,29.7,18,56.5,0,0,0,,0,0,33.8,18.5,137.5,1011,34.6,5.6,317.8,27.4,10,30,2023-03-28T06:14:18,2023-03-28T18:28:37,0.21,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOHY,43083099999,43128599999,VOHS,43128099999"
telangana,2023-03-29,35.9,22,29.2,36.1,22,29.7,18.5,57.9,0,0,0,,0,0,32,17.6,140.2,1011.9,35.9,5.4,312.8,27.1,10,30,2023-03-29T06:13:31,2023-03-29T18:28:48,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOHY,43083099999,43128599999,VOHS,43128099999"
telangana,2023-03-30,36.9,23,29.8,34.9,23,29.4,15.2,47.6,0,0,0,,0,0,28.8,14.8,174.4,1010.8,31.9,6.1,319,27.5,10,10,2023-03-30T06:12:43,2023-03-30T18:28:59,0.28,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOHY,43083099999,43128599999,VOHS,43128099999"
telangana,2023-03-31,34.5,22,28.8,33.2,22,28.4,15.4,48,0,0,0,,0,0,29.9,18.5,257.2,1010.3,29.5,6.4,316.5,27.5,10,10,2023-03-31T06:11:56,2023-03-31T18:29:11,0.31,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOHY,43083099999,43128599999,VOHS,43128099999"
telangana,2023-04-01,33.6,22,28.4,33.1,22,28.3,16.1,50.4,0,0,0,,0,0,23.8,19.4,330.4,1010.9,35.2,5.8,319.8,27.6,10,10,2023-04-01T06:11:09,2023-04-01T18:29:22,0.34,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOHY,43083099999,43128599999,VOHS,43128099999"
telangana,2023-04-02,34.1,21,28.7,32.8,21,28.8,17,53.6,0,0,0,,0,0,29.9,15.7,86.5,1010.7,45.4,5.8,317.5,27.5,10,30,2023-04-02T06:10:22,2023-04-02T18:29:34,0.37,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOHY,43083099999,43128599999,VOHS,43128099999"
telangana,2023-04-03,35.8,23,29.4,34.9,23,29.7,17.9,54.1,0.1,100,4.17,rain,0,0,28.8,16.6,130.7,1010.4,38,5.8,318.6,27.5,10,30,2023-04-03T06:09:35,2023-04-03T18:29:46,0.41,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"VOHY,43083099999,43128599999,VOHS,43128099999"
telangana,2023-04-04,36.3,23,29.5,35.1,23,29.5,16.3,49.8,0,0,0,,0,0,37.1,16.6,140.7,1011.3,33.6,6.1,306.5,26.4,10,10,2023-04-04T06:08:48,2023-04-04T18:29:57,0.44,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOHY,43083099999,43128599999,VOHS,43128099999"
telangana,2023-04-05,35.1,23,28.8,35.1,23,29.1,18.4,56.9,0.6,100,4.17,rain,0,0,22.3,16.6,121.8,1011.4,48.5,5.5,313.8,27.1,10,30,2023-04-05T06:08:02,2023-04-05T18:30:09,0.47,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"VOHY,43083099999,43128599999,VOHS,43128099999"
telangana,2023-04-06,34,23.9,27.5,37.3,23.9,28.5,21.3,70.8,18,100,4.17,rain,0,0,36.4,12.1,116.9,1012.3,65.9,4.7,229.4,19.8,10,30,2023-04-06T06:07:16,2023-04-06T18:30:21,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"VOHY,43083099999,43128599999,VOHS,43128099999"
telangana,2023-04-07,32.2,22,28,33.3,22,28.7,18.9,59.5,0.7,100,12.5,rain,0,0,32.4,16.6,98.8,1014.2,46,5.7,123.5,10.6,7,10,2023-04-07T06:06:30,2023-04-07T18:30:33,0.54,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"VOHY,43083099999,43128599999,VOHS,43128099999"
telangana,2023-04-08,33,23.5,28.3,32.5,23.5,28.1,16.2,50.1,0.2,100,4.17,rain,0,0,25.9,17.3,73.3,1016.5,24.4,6.2,313.9,27.1,10,10,2023-04-08T06:05:44,2023-04-08T18:30:45,0.57,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"VOHY,43083099999,43128599999,VOHS,43128099999"
telangana,2023-04-09,34.9,22.5,29.4,33,22.5,28.6,13.7,43.3,0,0,0,,0,0,29.5,15.7,107.9,1016.6,21.3,6.1,321.7,27.8,10,10,2023-04-09T06:04:59,2023-04-09T18:30:57,0.61,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOHY,43083099999,43128599999,VOHS,43128099999"
telangana,2023-04-10,35.1,22.5,29.3,33.1,22.5,28.4,11.8,37,0,0,0,,0,0,25.6,15.1,105,1015.1,8.5,6.5,325.3,28.1,10,10,2023-04-10T06:04:14,2023-04-10T18:31:10,0.65,Clear,Clear conditions throughout the day.,clear-day,"VOHY,43083099999,43128599999,VOHS,43128099999"
telangana,2023-04-11,36.5,23.4,31.8,34.6,23.4,30.6,11.2,30.3,0,0,0,,0,0,25.6,18,113.4,1012.8,16,13.3,325.2,28.2,10,10,2023-04-11T06:03:29,2023-04-11T18:31:22,0.68,Clear,Clear conditions throughout the day.,clear-day,"VOHY,43083099999,43128599999,remote,43128099999,VOHS"
telangana,2023-04-12,38.2,25.1,32.8,37,25.1,31.6,11.3,28.6,0,0,0,,0,0,22.3,14.4,123.9,1010.5,24.4,18.9,320.5,27.6,10,10,2023-04-12T06:02:45,2023-04-12T18:31:35,0.72,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43083099999,remote,43128099999"
telangana,2023-04-13,38,26.7,32,37.6,26.7,31.6,13.7,35.8,0.3,100,4.17,rain,0,0,46.4,19.5,186.3,1011.4,40.2,13.1,316.4,27.3,10,10,2023-04-13T06:02:02,2023-04-13T18:31:48,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"VOHY,43083099999,43128599999,remote,43128099999,VOHS"
telangana,2023-04-14,37.1,22.7,30.4,38.6,22.7,31.2,17.7,49.3,21,100,8.33,rain,0,0,40.7,27.4,301.3,1012.4,76,6.4,229.2,19.7,10,10,2023-04-14T06:01:18,2023-04-14T18:32:01,0.79,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"VOHY,43083099999,43128599999,VOHS,43128099999,remote"
telangana,2023-04-15,37.4,23.7,30.7,35.9,23.7,30,12.9,36.8,0.1,100,4.17,rain,0,0,50.8,27.7,341.6,1010.8,69.5,17.7,306.8,26.4,10,10,2023-04-15T06:00:36,2023-04-15T18:32:15,0.82,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"VOHY,43083099999,remote,43128099999"
